#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;;x
#### City of Wonders ####;;;;;;;;;;;;;;;
wonder_city_of_wonders_ny_sar_desc;A city of ruins, Ny Sar is at the confluence of the Rhoyne and its tributary, the Noyne. The last princess of Ny Sar, Nymeria, abandoned it after the defeat of Garin the Great. Eventually, she would make her way to Dorne. Her massive palace of pink and green marble is the most notable of Ny Sar's ruins. Horned turtles swim along the banks of the confluence.;;;;;;;;;;;;;;x
wonder_city_of_wonders_ny_sar_construction_desc;A city of ruins, Ny Sar is at the confluence of the Rhoyne and its tributary, the Noyne. The last princess of Ny Sar, Nymeria, abandoned it after the defeat of Garin the Great. Eventually, she would make her way to Dorne. Her massive palace of pink and green marble is the most notable of Ny Sar's ruins. Horned turtles swim along the banks of the confluence.;;;;;;;;;;;;;;x
### SARNATH ## VAES KHEWO ###;;;;;;;;;;;;;;;
wonder_city_of_wonders_sarnath;[FromFromFrom.GetName];;;;;;;;;;;;;;x
wonder_city_of_wonders_sarnath_desc;The ruins of Sarnath’s ancient capital, Sarnath of the Tall Towers, lay to rest in Vaes Kweho. Once the greatest of the Tall Men cities in the Kingdom of Sarnath, it fell after the Dothraki put it to the torch. The mythical Palace of a Thousand Rooms, where the High King of Sarnath once ruled from, is now rubble. Lomas Longstrider, the famous adventurer, called it one of the nine wonders of man.;;;;;;;;;;;;;;x
wonder_city_of_wonders_sarnath_construction_desc;The ruins of Sarnath’s ancient capital, Sarnath of the Tall Towers, lay to rest in Vaes Kweho. Once the greatest of the Tall Men cities in the Kingdom of Sarnath, it fell after the Dothraki put it to the torch. The mythical Palace of a Thousand Rooms, where the High King of Sarnath once ruled from, is now rubble. Lomas Longstrider, the famous adventurer, called it one of the nine wonders of man.;;;;;;;;;;;;;;x
### ESSARIA ## VAES KHADOKH ###;;;;;;;;;;;;;;;
wonder_city_of_wonders_essaria;[FromFromFrom.GetName];;;;;;;;;;;;;;x
wonder_city_of_wonders_essaria_desc;The great city of Essaria, nicknamed the Lost Free City, was once an outpost of the Valyrian Freehold. It grew prosperous from trade with the Kingdom of Sarnath to the east. That was until both fell to the Dothraki in the Century of Blood. Now, Essaria lies in ruins called by the Dothraki as Vaes Khadokh. ;;;;;;;;;;;;;;x
wonder_city_of_wonders_essaria_construction_desc;The great city of Essaria, nicknamed the Lost Free City, was once an outpost of the Valyrian Freehold. It grew prosperous from trade with the Kingdom of Sarnath to the east. That was until both fell to the Dothraki in the Century of Blood. Now, Essaria lies in ruins called by the Dothraki as Vaes Khadokh. ;;;;;;;;;;;;;;x
# City of Wonders REPUBLIC;;;;;;;;;;;;;;;
wonder_city_of_wonders_rep;City of Wonders (Republic);City of Wonders (Republic);City of Wonders (Republic);;City of Wonders (Republic);;;;;;;;;;x
wonder_city_of_wonders_rep_desc;The start phase of our projected city has finally begun. The bickering architects and engineers have drafted plans that with the current estimate will take over a century to complete. By all accounts the city shall not be completed in a single generation, but in multiple.;;;;;;;;;;;;;;x
wonder_city_of_wonders1_rep_desc;[target_province.GetName] has been expanded into a proper city, but there still much to do. Many older buildings have been demolished to make room for many of the new districts that shall contain many of this city’s future wonders. Still, there is much to do, as you cannot even visit a single district without seeing it marred by construction work.;;;;;;;;;;;;;;x # Stage 1
wonder_city_of_wonders2_rep_desc;After much time and effort, [target_province.GetName] has turned into something everyone can agree is a Great City. Monuments and decorations have started to mark [target_province.GetName] as something extraordinary. Still, there is much to do, and the city requires quite a few more wonders before it can truly be called a City of Wonders.;;;;;;;;;;;;;;x # Stage 3
wonder_city_of_wonders3_rep_desc;[target_province.GetName] has undeniably become a Metropolis, that is quite possibly not just the center of the realm, but also a epicenter of the region it inhabits. It has by most margins become the most important post of every major trade route in the known world. Many districts have been built, and quite a few great works and monuments have raised. While the city is one of the greatest in the known world, there is still much work and renovations left before the city can reach it's apex.;;;;;;;;;;;;;;x # Stage 6
wonder_city_of_wonders4_rep_desc;[target_province.GetName] has incontestably grown into a fully-fledged Megalopolis, quite conceivably the greatest city ever built. Pedestrians can walk miles without seeing an apparent end to the city. In any district of the city you can find radiant wonders and great works never before seen beyond the city walls. It may have taken a few generations to accomplish this, and cost some blood, sweat, and wealth beyond imagining – but any who walks the beautifully paved streets of [target_province.GetName] agrees that any sacrifice would be worth it for such a magnificent city. It truly has become a City of Wonders!;;;;;;;;;;;;;;x # Stage 9
wonder_city_of_wonders_rep_construction_desc;By carefully investing in our capital, we can turn it into a magnificent Megalopolis that will outrival any other cities in the world. It shall become a City of Wonders.;;;;;;;;;;;;;;x
# City of Wonders GENERIC DESC;;;;;;;;;;;;;;;
# String_cow_City;[target_province.GetName];[target_province.GetName];[target_province.GetName];;[target_province.GetName];;;;;;;;;;x
# String_cow_City1;The City;;;;;;;;;;;;;;x
# String_cow_City2;The Great City;;;;;;;;;;;;;;x
# String_cow_City3;The Metropolis;;;;;;;;;;;;;;x
# String_cow_City4;The Megalopolis;;;;;;;;;;;;;;x
String_cow_City1;City;;;;;;;;;;;;;;x
String_cow_City2;Great City;;;;;;;;;;;;;;x
String_cow_City3;Metropolis;;;;;;;;;;;;;;x
String_cow_City4;Megalopolis;;;;;;;;;;;;;;x
String_cow_city;great city;;;;;;;;;;;;;;x
### COW Interface ###;;;;;;;;;;;;;;;
### COW Game Rules ###;;;;;;;;;;;;;;;
RULE_GROUP_COW;COW (Cities of Wonders);;;;;;;;;;;;;x;
RULE_COW_AGOT_HIST;§ZCOW:§! AGoT Cities;;;;;;;;;;;;;;x
RULE_COW_AGOT_HIST_ON;Many independent realms will get a §ZCity of Wonders§! in their capital at game start.;;;;;;;;;;;;;;x
RULE_COW_AGOT_HIST_OFF;§RCities of Wonders§! will NOT be present on map at game start.;;;;;;;;;;;;;;x
### COW Events ###;;;;;;;;;;;;;;;
COW_PROSPERITY_TITLE;[FromFrom.GetName] Prospers!;;;;;;;;;;;;;;x
COW.11705.d;As the prosperity of [FromFrom.GetName] increases, land which was previously considered marginal is increasing in value. With this keen in mind we have apt opportunity to spread out our urban centers even further to promote growth in our expanding City of Wonders.;;;;;;;;;;;;;;x
COW.11705.a;Amazing!;;;;;;;;;;;;;;x
COW.11705.b;It's too good to be true...;;;;;;;;;;;;;;x
### COW Custom Tooltips ###;;;;;;;;;;;;;;;
CANNOT_HAVE_MORE_THAN_ONE_COW;Realm does NOT already contain a custom-built §YCity of Wonders§!;;;;;;;;;;;;;;x
GREAT_WORK_REPLACED_WITH_COW;The §YGreat Work§! is converted into a §YCity of Wonders§!!\nIf possible the existing §YGreat Work§! will be converted into a Wonder District in the constructed §YCity of Wonders§!.;;;;;;;;;;;;;;x
GREAT_WORK_REPLACED_WITH_HIST_COW;The §YGreat Work§! is converted into a historical §YCity of Wonders§!!\nIf possible the existing §YGreat Work§! will be converted into a Wonder District in the constructed §YCity of Wonders§!.;;;;;;;;;;;;;;x
BUILDING_THIRD_TEMPLE_COW;You must either have started the process to build the Third Temple or have already 'built' the Temple via decision;;;;;;;;;;;;;;x
THIRD_TEMPLE_BUILT_COW;You must have completely built the Third Temple via decision first;;;;;;;;;;;;;;x
DOES_NOT_HAVE_UNIQUE_COW_DISTRICT;§YCity of Wonders§! does NOT already contain a unique and equivalent district;;;;;;;;;;;;;;x
ALEXANDERS_BLOODLINE_DISCOVERED_TT;Alexander's Bloodline has been discovered;;;;;;;;;;;;;;x
MUST_HAVE_ALEXANDERS_BLOODLINE_TT;Has the §YHeir to Alexander§! Bloodline;;;;;;;;;;;;;;x
### COW Decisions ###;;;;;;;;;;;;;;;
upgrade_cow_wonder;Upgrade Wonder Into a C.O.W.;;;;;;;;;;;;;;x
upgrade_cow_wonder_desc;A single wonder in our spiritual capital was never going to be enough. It's time to start the process to turn the city into a true City of Wonders!;;;;;;;;;;;;;;x
upgrade_historical_cow_wonder;Upgrade Into a Historical C.O.W.;;;;;;;;;;;;;;x
upgrade_historical_cow_wonder_desc;A single wonder in this ancient city was never going to be enough. It's time to start the process to turn the city into a true City of Wonders!;;;;;;;;;;;;;;x
cow_recruit_academy_hero;Recruit Academy Hero;;;;;;;;;;;;;;x
cow_recruit_academy_hero_desc;The §YTraining Academy§! in my §YAmphitheater§! possesses many well-trained young warriors. Maybe the best one out of them will make a good military commander.;;;;;;;;;;;;;;x
cow_drink_from_fountain_of_youth;Drink from the Fountain of Youth;;;;;;;;;;;;;;x
cow_drink_from_fountain_of_youth_desc;The life-giving waters of the fountain is said to be able to wash away the effects of aging in anyone who drinks it.;;;;;;;;;;;;;;x
### COW Titles ###;;;;;;;;;;;;;;;
title_cow_castellan;Castellan (for the §Y'City'§!);;;;;;;;;;;;;;x
title_cow_castellan_roman;Castellanus (for the §Y'City'§!);;;;;;;;;;;;;;x
title_cow_castellan_byzantine;Kastellanos (for the §Y'City'§!);;;;;;;;;;;;;;x
title_cow_castellan_desc;This honorific is awarded to a vassal that is held in high regard by their liege. As Castellan they are responsible for the maintenance and daily ongoings of the Fortress.;;;;;;;;;;;;;;x
title_cow_lighthouse_custodian;Lighthouse Custodian (for the §Y'City'§!);;;;;;;;;;;;;;x
title_cow_lighthouse_custodian_desc;This honorific is awarded to a person who has shown themselves responsible and can be entrusted with the care of your lighthouse - keeping it both lit and functioning.;;;;;;;;;;;;;;x
title_cow_keeper_of_the_dead;Keeper of the Dead (for the §Y'City'§!);;;;;;;;;;;;;;x
title_cow_keeper_of_the_dead_desc;The Keeper of the Dead is responsible for the final rest of everyone placed in the §YMausoleum§!.;;;;;;;;;;;;;;x
title_cow_watcher_of_giants;Watcher of Giants (for the §Y'City'§!);;;;;;;;;;;;;;x
title_cow_watcher_of_giants_desc;This honorific is awarded to a person who has shown exceptional vigilance and skills of observation, and they are ultimately responsible for the maintenance and upkeep of the great statue.;;;;;;;;;;;;;;x
title_cow_stone_custodian;Custodian of the Stone (for the §Y'City'§!);;;;;;;;;;;;;;x
title_cow_stone_custodian_desc;This honorific is awarded to a person who has shown themselves steadfast in their loyalty and discipline.;;;;;;;;;;;;;;x
title_cow_overseer_of_rites;Overseer of the Rites (for the §Y'City'§!);;;;;;;;;;;;;;x
title_cow_overseer_of_rites_desc;The Overseer of Rites is responsible for all rites and rituals related to the §YPyramid§!.;;;;;;;;;;;;;;x
title_cow_wall_walker;Walker of the Wall (for the §Y'City'§!);;;;;;;;;;;;;;x
title_cow_wall_walker_desc;This honorific is awarded to a person who has shown diligence and can spend the majority of their day on their feet, inspecting and maintaining the wall.;;;;;;;;;;;;;;x
title_cow_master_of_tides;Master of the Tides (for the §Y'City'§!);;;;;;;;;;;;;;x
title_cow_master_of_tides_desc;This honorific is awarded to a person who has shown aptitude for all things marine, and the overarching responsibility of the §YHarbor§! rests on their shoulders.;;;;;;;;;;;;;;x
title_cow_master_of_games;Master of the Games (for the §Y'City'§!);;;;;;;;;;;;;;x
title_cow_master_of_games_desc;This honorific is awarded to a person with a strong personality and presence, capable of bending a whole crowd to their will.;;;;;;;;;;;;;;x
title_cow_royal_custodian;Royal Custodian (for the §Y'City'§!);;;;;;;;;;;;;;x
title_cow_royal_custodian_desc;This honorific is awarded to a person who has proven themselves dependable, and they are responsible for the upkeep and maintenance of the §YRoyal Palace§!.;;;;;;;;;;;;;;x
title_cow_guardian_of_knowledge;Guardian of Knowledge (for the §Y'City'§!);;;;;;;;;;;;;;x
title_cow_guardian_of_knowledge_desc;This honorific is awarded to a person who has shown their wisdom and courage.;;;;;;;;;;;;;;x
title_cow_keeper_of_tomes;Keeper of the Tomes (for the §Y'City'§!);;;;;;;;;;;;;;x
title_cow_keeper_of_tomes_desc;This honorific is awarded to a person who has shown great aptitude for learning and all related skills.;;;;;;;;;;;;;;x
title_cow_custodian_of_the_temple;Custodian of the Temple (for the §Y'City'§!);;;;;;;;;;;;;;x
title_cow_custodian_of_the_temple_desc;This honorific is awarded to a person who has shown exceptional devotion to [Root.Religion.GetHighGodNameCap].;;;;;;;;;;;;;;x
title_cow_guardian_of_the_deep;Guardian of the Deep (for the §Y'City'§!);;;;;;;;;;;;;;x
title_cow_guardian_of_the_deep_desc;This honorific is awarded to a person who has shown exceptional vigilance and steadfastness.;;;;;;;;;;;;;;x
### COW History ###;;;;;;;;;;;;;;;
### COW Buildings ###;;;;;;;;;;;;;;;
### COW Districts ###;;;;;;;;;;;;;;;
## COW Religious Districts ##;;;;;;;;;;;;;;;
upgrade_cow_district_great_sept;Great Sept;;;;;;;;;;;;;;x
upgrade_cow_district_great_sept_desc;A testament to the piety of its builder, the sept stretches to the sky.;;;;;;;;;;;;;;x
upgrade_cow_district_great_sept_baelor;Great Sept of Baelor;;;;;;;;;;;;;;x
upgrade_cow_district_great_sept_baelor_desc;The Great Sept of Baelor is named after the septon-king Baelor the Blessed. It is located at the top of Visenya's Hill, surrounded by a white marble plaza. It features a statue of Baelor, which stands tall and serene upon his plinth, his face is a study of benevolence. Large gardens, capable of holding hundreds of people, surround the sept.;;;;;;;;;;;;;;x
upgrade_cow_district_great_sept_starry;Starry Sept;;;;;;;;;;;;;;x
upgrade_cow_district_great_sept_starry_desc;The Starry Sept, also called the Sept of Oldtown, is a large sept near the Honeywine in Oldtown. The Starry Sept has black marble walls and arched windows. The Starry Sept is rivaled only by the Great Sept of Baelor in King's Landing and the castle sept of Highgarden.;;;;;;;;;;;;;;x
upgrade_cow_district_red_temple;Great Red Temple;;;;;;;;;;;;;;x
upgrade_cow_district_red_temple_desc;This temple is a holy building, a place of devotion and reflection.;;;;;;;;;;;;;;x
upgrade_cow_district_red_temple_volantis;Temple of the Lord of Light;;;;;;;;;;;;;;x
upgrade_cow_district_red_temple_volantis_desc;The Temple of the Lord of Light is a massive red temple in Volantis dedicated to the god R'hllor, the Lord of Light. The temple is protected by a private army of slave soldiers known as the Fiery Hand.;;;;;;;;;;;;;;x
upgrade_cow_district_synagogue;Great Synagogue;;;;;;;;;;;;;;x
upgrade_cow_district_synagogue_desc;Anyone setting foot in the building will be reminded of the value of a religious community.;;;;;;;;;;;;;;x
upgrade_cow_district_second_temple_jeru;Second Temple;;;;;;;;;;;;;;x
upgrade_cow_district_second_temple_jeru_desc;The Second Temple, also known as Herod's Temple, was destroyed by the Romans on the 30th of July AD 70 during the Jewish Great Revolt.;;;;;;;;;;;;;;x
upgrade_cow_district_third_temple_jeru;Third Temple;;;;;;;;;;;;;;x
upgrade_cow_district_third_temple_jeru_desc;With The Third Temple built, all Jews can finally rejoice with the sacred knowledge that the Temple stands once again upon the Temple Mount in the Holy City of Jerusalem. The architects of the project was inspired by the temple structure described in the Book of Ezekiel, which surely only can mean that the Temple shall never fall to Heathen hands again!;;;;;;;;;;;;;;x
upgrade_cow_district_temple_pagan;Great Temple;;;;;;;;;;;;;;x
upgrade_cow_district_temple_pagan_desc;The site of the temple is rumored to be the holiest ground in the realm.;;;;;;;;;;;;;;x
upgrade_cow_district_temple_hellenic;Great Valyrian Temple;;;;;;;;;;;;;;x
upgrade_cow_district_temple_hellenic_desc;The temple is a holy building, a place of devotion and reflection.;;;;;;;;;;;;;;x
upgrade_cow_district_pantheon_roma;Pantheum of Roma;;;;;;;;;;;;;;x
upgrade_cow_district_pantheon_roma_desc;The Pantheon was built between AD 113–125 during Hadrian's reign at the site of an earlier temple commissioned by Marcus Agrippa during Augustus' reign (27 BC – AD 14). In 609, the Byzantine emperor Phocas gave the building to Pope Boniface IV, who converted it into a Christian church and consecrated it to St. Mary and the Martyrs. This sacrilegious conversion has finally been revoked, and once again do Hellenic priests dwell inside the Pantheon in the name of [Root.Religion.GetHighGodNameCap].;;;;;;;;;;;;;;x
upgrade_cow_district_serapeion_alex;Serapeion of Alexandreia;;;;;;;;;;;;;;x
upgrade_cow_district_serapeion_alex_desc;The Serapeum of Alexandria has been rebuilt, and is once again a place of devotion and reflection. The Serapeum was originally an ancient Greek temple built by Ptolemy III Euergetes which was dedicated to Serapis, who was made the protector of Alexandria.;;;;;;;;;;;;;;x
upgrade_cow_district_parthenon_athens;Parthenon of Athenai;;;;;;;;;;;;;;x
upgrade_cow_district_parthenon_athens_desc;The Parthenon is once again a temple dedicated to the Goddess of Wisdom, Athena. All the sacrilegious alterations committed by the misguided Christians have been removed, and the Temple has been completely cleansed of their influence.;;;;;;;;;;;;;;x
upgrade_cow_district_temple_buddhist;Temple of the Yi Ti gods;;;;;;;;;;;;;;x
upgrade_cow_district_temple_buddhist_desc;The temple is a holy building, a place of devotion and reflection.;;;;;;;;;;;;;;x
upgrade_cow_district_temple_hindu;Temple of the Harpy;;;;;;;;;;;;;;x
upgrade_cow_district_temple_hindu_desc;A temple that symbolizes the house, seat and body of a God.;;;;;;;;;;;;;;x
upgrade_cow_district_hindu_konark;Konark Sun Temple;;;;;;;;;;;;;;x
upgrade_cow_district_hindu_konark_desc;This temple was built in the form of a giant ornamented chariot dedicated to the Sun God, Surya.;;;;;;;;;;;;;;x
## COW Statues Districts ##;;;;;;;;;;;;;;;
upgrade_cow_district_statue_ruler;Ruler Statue;;;;;;;;;;;;;;x
upgrade_cow_district_statue_ruler_desc;A ruler is immortalized in this grand statue.;;;;;;;;;;;;;;x
upgrade_cow_district_titan_of_braavos;Titan of Braavos;;;;;;;;;;;;;;x
upgrade_cow_district_titan_of_braavos_desc;The Titan of Braavos is a massive stone and bronze fortress in the shape of a giant man, which guards the entrance into the lagoon where the Free City of Braavos is located. It is the primary line of defense for Braavos. The Titan is one of the nine Wonders Made by Man in the book written by Lomas Longstrider.;;;;;;;;;;;;;;x
upgrade_cow_district_horse_statue;Statue of a Horse;;;;;;;;;;;;;;x
upgrade_cow_district_horse_statue_desc;A grand statue of a majestic stallion!;;;;;;;;;;;;;;x
upgrade_cow_district_horse_statue_incitatus;Incitatus;;;;;;;;;;;;;;x
upgrade_cow_district_horse_statue_incitatus_desc;A grand statue of our most imperial stallion! He who was our most loyal Consul.;;;;;;;;;;;;;;x
upgrade_cow_district_grand_walls;Great Walls;;;;;;;;;;;;;;x
upgrade_cow_district_grand_walls_desc;A set of near impregnable defensive walls, surrounding the main settlement.;;;;;;;;;;;;;;x
upgrade_cow_district_theodosian_walls;Teichos Theodosiakon;;;;;;;;;;;;;;x
upgrade_cow_district_theodosian_walls_desc;The Theodosian Walls were built during the reign of Emperor Theodosius II in the early 5th century, but they still remain some of the most formidable fortifications built by human hands.;;;;;;;;;;;;;;x
upgrade_cow_district_aurelian_walls;Murus Aurelianus;;;;;;;;;;;;;;x
upgrade_cow_district_aurelian_walls_desc;The Aurelian Walls were built during the reign of Emperor Aurelian and Probus late in the 3rd century, but they still remain the most formidable fortifications ever built in Roma. With a few overhauls, the Aurelian Walls have become as impregnable as the Theodosian Walls of Constantinople!;;;;;;;;;;;;;;x 
upgrade_cow_district_grand_walls_athens;Makra Teiche;;;;;;;;;;;;;;x
upgrade_cow_district_grand_walls_athens_desc;The Long Walls of Athens were once a vital set of walls that connects Athens to its ports at Piraeus and Phaleron. The walls were destroyed by the Roman general Sulla after his Siege of Athens and Piraeus in 87-86 BC. With the Long Walls rebuilt, once again has Athens secured itself crucial access to the sea.;;;;;;;;;;;;;;x
upgrade_cow_district_grand_walls_baby;Nimitti-Bel;;;;;;;;;;;;;;x
upgrade_cow_district_grand_walls_baby_desc;The Walls of Babylon were a set of impenetrable walls that completely encircled the city of Babylon. The only way to enter the city was through either one of the many city gates or the Euphrates river. Metal grates were installed underwater, allowing the river to flow through the city walls while preventing intrusion. When presented with the challenge of sieging Babylon, Cyrus the Great of Persia devised a ingenious plan. By diverting the Euphrates River upstream, the Persians lowered the water level enough so that they could enter the city via the river.\n\nWith the new Grand Walls being greatly inspired from these ancient walls, the architects took great measures to ensure that Cyrus' stunt can not be repeated with the Tigris River.;;;;;;;;;;;;;;x
upgrade_cow_district_round_city_baby;City of Peace;;;;;;;;;;;;;;x
upgrade_cow_district_round_city_baby_desc;The City of Peace, more commonly known as the Round City of Baghdad is the core of Baghdad. By expanding the city with a set of near impregnable defensive walls, Baghdad shall never be defiled.;;;;;;;;;;;;;;x
upgrade_cow_district_grand_walls_syra;Grand Walls of Syrakousai;;;;;;;;;;;;;;x
upgrade_cow_district_grand_walls_syra_desc;A set of near impregnable defensive walls, defending Syracuse from any harm.;;;;;;;;;;;;;;x
## COW Fortress Districts ##;;;;;;;;;;;;;;;
upgrade_cow_district_fortress;Grand Fortress;;;;;;;;;;;;;;x
upgrade_cow_district_fortress_desc;An imposing construction, it will make the province much harder to conquer. Added Facilities can improve considerably the military capabilities of its owner.;;;;;;;;;;;;;;x
upgrade_cow_district_red_keep;Red Keep;;;;;;;;;;;;;;x
upgrade_cow_district_red_keep_desc;The Red Keep is a castle on Aegon's Hill in King's Landing, the capital of the Seven Kingdoms. The Red Keep contains the Iron Throne, and is the traditional seat of the Lord of the Seven Kingdoms.;;;;;;;;;;;;;;x
upgrade_cow_district_underground_city;Great Underground City;;;;;;;;;;;;;;x
upgrade_cow_district_underground_city_desc;Partially carved from the very rock it sits on, only its owner knows exactly how far these tunnels sprawl.;;;;;;;;;;;;;;x
upgrade_cow_district_underground_city_petra;Petra;;;;;;;;;;;;;;x
upgrade_cow_district_underground_city_petra_desc;The great desert city of Petra has existed for hundreds of years.;;;;;;;;;;;;;;x
upgrade_cow_district_harbor;Great Harbor;;;;;;;;;;;;;;x
upgrade_cow_district_harbor_desc;A Great Harbor with storehouses will dominate trade in the area, thus bringing revenues. It can also increase our maritime military capabilities, including in sieges.;;;;;;;;;;;;;;x
upgrade_cow_district_limen_byz;Limen ton Neorion;;;;;;;;;;;;;;x
upgrade_cow_district_limen_byz_desc;The Neorion Harbour is a harbour in the city of Constantinople, active from the foundation of the city in the 4th century. It was the first port to be built in Constantinople after its re-foundation by Constantine the Great, and the second in the area after the Prosphorion, which was the port of ancient Byzantium.;;;;;;;;;;;;;;x
upgrade_cow_district_portus_roma;Portus of Roma;;;;;;;;;;;;;;x
upgrade_cow_district_portus_roma_desc;Portus was a large artificial harbour of Ancient Rome. Sited on the north bank of the north mouth of the Tiber, on the Tyrrhenian coast, it was established by Claudius and enlarged by Trajan to supplement the nearby port of Ostia. If the port is restored, it can once again serve it's vital role as the primary port of Roma.;;;;;;;;;;;;;;x
upgrade_cow_district_port_of_piraeus;Limen tou Peiraia;;;;;;;;;;;;;;x
upgrade_cow_district_port_of_piraeus_desc;Expanding the ancient Port of Piraeus with storehouses will dominate trade in the area, thus bringing revenues. It can also increase our maritime military capabilities, including in sieges.;;;;;;;;;;;;;;x
upgrade_cow_district_cothon_carthage;Cothon of Carthago;;;;;;;;;;;;;;x
upgrade_cow_district_cothon_carthage_desc;The Cothon of Carthage was an artificial, protected inner harbor that helped Carthage maintain naval dominance of the Mediterranean. With the Cothon rebuilt, it can once again serve in this purpose.;;;;;;;;;;;;;;x
upgrade_cow_district_lighthouse;Great Lighthouse;;;;;;;;;;;;;;x
upgrade_cow_district_lighthouse_desc;A tall and visible landmark, the building lends a helping hand to sailors, guiding their ships into port at night.;;;;;;;;;;;;;;x
upgrade_cow_district_pharos_alex;Pharos of Alexandreia;;;;;;;;;;;;;;x
upgrade_cow_district_pharos_alex_desc;For a long time the tallest building in the world, the lighthouse is an impressive construction visible from far away, while also serving its purpose, guiding ships into port.;;;;;;;;;;;;;;x
upgrade_cow_district_pharos_byz;Megalos Pyrgos;;;;;;;;;;;;;;x # Maybe Tower of Leandros (Pyrgos/Pharos tou Leandrou) instead?
upgrade_cow_district_pharos_byz_desc;The Great Tower of Galata serves a great tactical purpose as the end of a great chain connected to Tower of Eugenius, which together prevents enemy ships from entering the Golden Horn. With the Great Tower expanded and refurbished into a lighthouse, it can help secure naval control of Constantinople.;;;;;;;;;;;;;;x
upgrade_cow_district_tower_of_babel;Tower of Babel;;;;;;;;;;;;;;x
upgrade_cow_district_tower_of_babel_desc;The biblical Tower of Babel was once believed to have been built in Babylon, which humanity was punished greatly for. It's finally time to remedy the failure last time and build a new and better tower, which shall surely make the very heavens themselves be within our reach!;;;;;;;;;;;;;;x
## COW Palatial Districts ##;;;;;;;;;;;;;;;
upgrade_cow_district_palace;Royal Palace;;;;;;;;;;;;;;x
upgrade_cow_district_palace_desc;A regal symbol of the prestigious lineage of its builder, this palace is one of its kind.;;;;;;;;;;;;;;x
upgrade_cow_district_maegors_holdfast;Maegor's Holdfast;;;;;;;;;;;;;;x
upgrade_cow_district_maegors_holdfast_desc;Maegor's Holdfast is a massive square fortress inside the heart of the Red Keep in King's Landing. Named after King Maegor I Targaryen, it is a castle-within-a-castle and is the strongest place in the Red Keep. The royal apartments are located in Maegor's Holdfast. The king's bedchamber has a canopied bed and twin hearths.;;;;;;;;;;;;;;x
upgrade_cow_district_hightower;Hightower;;;;;;;;;;;;;;x # (Lighthouse/Palace)
upgrade_cow_district_hightower_desc;The Hightower is a massive stepped tower with a beacon on top to guide ships into port. The top of the tower contains the apartments of the Lord of the Hightower. The Hightower is the tallest structure in the Seven Kingdoms, even higher than the seven-hundred-foot Wall, and it is the tallest tower in the known world.;;;;;;;;;;;;;;x
## COW Cultural Districts ##;;;;;;;;;;;;;;;
upgrade_cow_district_amphitheatre;Grand Amphitheater;;;;;;;;;;;;;;x
upgrade_cow_district_amphitheatre_desc;An epitome of popular culture, it serves to entertain with great spectacles, lowering the revolt risk. It can also allow for the recruitment of specially trained individuals.;;;;;;;;;;;;;;x
upgrade_cow_district_kl_dragonpit;Dragonpit;;;;;;;;;;;;;;x
upgrade_cow_district_kl_dragonpit_desc;The Dragonpit is a huge, domed building that sits atop the Hill of Rhaenys in King's Landing. The Targaryens would keep their dragons within the building. Thirty knights can ride abreast into its entrance. No pit dragon have ever reached the size of the dragons who were raised before the construction of the building. When living dragons nests beneath the dome, light shine through the windows at night.;;;;;;;;;;;;;;x
upgrade_cow_district_garden;Magnificent Garden;;;;;;;;;;;;;;x
upgrade_cow_district_garden_desc;The garden is a marvel of both science and beauty.;;;;;;;;;;;;;;x
upgrade_cow_district_forum_constantine;Phoros Konstantinou;;;;;;;;;;;;;;x
upgrade_cow_district_forum_constantine_desc;The Forum of Constantine was built at the foundation of Constantinople immediately outside the old city walls of Byzantium. It marked the centre of the new city, and was a central point along the Mese, the main ceremonial road through the city. It was circular and had two monumental gates to the east and west. The Column of Constantine, which was crowned with Constantine as Apollo, was erected in the centre of the square.;;;;;;;;;;;;;;x
upgrade_cow_district_forum_romanum;Forum Romanum;;;;;;;;;;;;;;x
upgrade_cow_district_forum_romanum_desc;The Roman Forum is a rectangular forum (plaza) surrounded by several important ancient government buildings at the center of the city of Rome. Citizens of the ancient city referred to this space, originally a marketplace, as the Forum Magnum, or simply the Forum. For centuries the Forum was the center of day-to-day life in Rome: the site of triumphal processions and elections - the venue for public speeches, criminal trials, and gladiatorial matches - and the nucleus of commercial affairs. Here statues and monuments commemorated the city's great men. The teeming heart of ancient Rome, it has been called the most celebrated meeting place in the world, and in all history. Refurbished it shall once again become the center of a great realm.;;;;;;;;;;;;;;x
upgrade_cow_district_hanging_gardens_baby;Hanging Gardens of Babylon;;;;;;;;;;;;;;x
upgrade_cow_district_hanging_gardens_baby_desc;The Hanging Gardens of Babylon were once one of the Seven Wonders of the Ancient World according to the Hellenes. It was described as a remarkable feat of engineering with an ascending series of tiered gardens containing a wide variety of trees, shrubs, and vines, resembling a large green mountain constructed of mud bricks. With the Hanging Gardens built anew, no longer can anyone question the grandiose and heritage of our great city.;;;;;;;;;;;;;;x
upgrade_cow_district_gardens_parsa;Pairidaeza of Parsa;;;;;;;;;;;;;;x
upgrade_cow_district_gardens_parsa_desc;The ancient Gardens of Persepolis were once fabled as some of the most beautiful gardens in the known world. With the new Gardens planted in Persepolis, the city shall once again have the most beautiful gardens in the world.;;;;;;;;;;;;;;x
## COW Learning Districts ##;;;;;;;;;;;;;;;
upgrade_cow_district_library;Great Library;;;;;;;;;;;;;;x
